room,f1
501,0.10212765957446808
502,0.3333333333333333
503,0.0
505,0.0
506,0.847457627118644
508,0.0
510,0.0
511,0.4624624624624625
512,0.6877637130801688
513,0.24669603524229075
515,0.5983379501385041
516,0.3333333333333333
517,0.13636363636363635
518,0.5
520,0.6172300981461287
522,0.6067415730337079
523,0.7061812023708721
cafeteria,0.42686292548298066
cleaning,0.6112084063047285
hallway,0.006872852233676976
kitchen,0.7590034533793784
nurse station,0.8748681898066784
